,ID,NrSiblings,MathScore,ReadingScore,WritingScore,LunchType,WklyStudyHours,ParentEduc,TestPrep,Gender,EthnicGroup,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,MeanScore
4885,146,3.0,86,88,88,2,2.0,3.0,2.0,2,3.0,2.0,2.0,2.0,2.0,87.33333333333333
4886,147,2.0,22,17,17,1,2.0,2.0,1.0,2,2.0,3.0,3.0,1.0,1.0,18.666666666666668
4887,148,5.0,72,74,71,2,1.0,2.0,1.0,2,4.0,2.0,2.0,2.0,2.0,72.33333333333333
4888,149,3.0,72,66,60,2,3.0,5.0,1.0,2,4.0,1.0,2.0,2.0,2.0,66.0
4889,150,0.0,65,70,72,2,2.0,2.0,1.0,1,3.0,4.0,1.0,2.0,2.0,69.0
4890,151,2.0,78,89,88,1,2.0,4.0,2.0,2,4.0,1.0,2.0,1.0,2.0,85.0
4891,152,3.0,67,82,75,1,2.0,3.0,2.0,1,5.0,3.0,3.0,2.0,2.0,74.66666666666667
4892,153,2.0,65,63,68,2,1.0,4.0,2.0,2,2.0,3.0,3.0,2.0,2.0,65.33333333333333
4893,154,5.0,72,70,70,2,3.0,4.0,2.0,2,4.0,2.0,2.0,1.0,1.0,70.66666666666667
4894,155,3.0,77,79,78,2,3.0,5.0,1.0,1,2.0,2.0,2.0,1.0,2.0,78.0
4895,156,2.0,69,81,83,1,2.0,5.0,2.0,2,4.0,3.0,3.0,2.0,1.0,77.66666666666667
4896,157,2.0,68,78,70,2,2.0,3.0,1.0,1,3.0,2.0,3.0,2.0,2.0,72.0
4897,158,2.0,73,80,84,2,2.0,1.0,2.0,1,5.0,1.0,2.0,1.0,2.0,79.0
4898,159,2.0,58,60,61,1,2.0,3.0,1.0,2,5.0,2.0,3.0,1.0,2.0,59.666666666666664
4899,160,2.0,67,75,80,2,2.0,3.0,1.0,1,4.0,3.0,2.0,2.0,2.0,74.0
4900,161,2.0,71,74,74,2,1.0,1.0,1.0,1,5.0,1.0,3.0,1.0,2.0,73.0
4901,162,2.0,76,81,81,2,1.0,1.0,1.0,1,4.0,4.0,3.0,2.0,2.0,79.33333333333333
4902,164,1.0,58,71,72,2,2.0,6.0,1.0,1,1.0,2.0,3.0,2.0,2.0,67.0
4903,165,4.0,94,98,94,2,2.0,2.0,2.0,1,2.0,3.0,3.0,1.0,2.0,95.33333333333333
4904,166,1.0,82,99,96,2,2.0,6.0,1.0,1,3.0,1.0,1.0,2.0,1.0,92.33333333333333
4905,167,4.0,78,67,69,2,2.0,3.0,1.0,2,5.0,3.0,3.0,2.0,2.0,71.33333333333333
4906,168,5.0,57,56,54,1,2.0,5.0,1.0,2,1.0,1.0,3.0,2.0,2.0,55.666666666666664
4907,169,1.0,81,82,84,2,2.0,1.0,1.0,1,3.0,2.0,3.0,2.0,2.0,82.33333333333333
4908,170,2.0,72,89,95,1,2.0,3.0,1.0,1,3.0,2.0,3.0,2.0,1.0,85.33333333333333
4909,171,4.0,64,74,78,1,1.0,1.0,2.0,1,2.0,3.0,2.0,2.0,2.0,72.0
4910,172,3.0,55,71,61,1,3.0,1.0,1.0,1,2.0,2.0,3.0,1.0,2.0,62.333333333333336
4911,173,3.0,67,70,64,1,2.0,6.0,2.0,2,3.0,2.0,2.0,2.0,1.0,67.0
4912,174,0.0,62,68,70,2,2.0,6.0,1.0,1,3.0,2.0,3.0,2.0,1.0,66.66666666666667
4913,175,3.0,69,63,75,2,1.0,5.0,2.0,1,2.0,2.0,2.0,2.0,2.0,69.0
4914,176,2.0,66,87,84,1,1.0,5.0,1.0,1,2.0,3.0,2.0,1.0,2.0,79.0
4915,177,2.0,66,65,59,1,2.0,1.0,2.0,2,3.0,2.0,1.0,2.0,2.0,63.333333333333336
4916,178,3.0,85,95,90,2,1.0,5.0,1.0,1,3.0,3.0,3.0,2.0,2.0,90.0
4917,179,2.0,39,51,45,1,1.0,3.0,1.0,1,2.0,2.0,3.0,2.0,2.0,45.0
4918,180,1.0,87,93,91,2,2.0,5.0,1.0,1,3.0,3.0,2.0,2.0,2.0,90.33333333333333
4919,181,2.0,100,100,100,2,2.0,6.0,1.0,1,3.0,2.0,2.0,2.0,2.0,100.0
4920,182,2.0,51,49,53,1,2.0,4.0,1.0,2,3.0,2.0,2.0,2.0,1.0,51.0
4921,184,1.0,68,87,84,2,1.0,4.0,1.0,1,3.0,2.0,2.0,2.0,2.0,79.66666666666667
4922,185,1.0,66,55,51,2,2.0,3.0,1.0,2,1.0,2.0,3.0,1.0,1.0,57.333333333333336
4923,186,1.0,37,30,29,1,3.0,3.0,1.0,2,2.0,2.0,3.0,2.0,2.0,32.0
4924,187,2.0,64,79,77,1,3.0,3.0,2.0,1,2.0,2.0,3.0,2.0,2.0,73.33333333333333
4925,188,2.0,46,57,58,1,1.0,3.0,2.0,1,1.0,1.0,2.0,2.0,2.0,53.666666666666664
4926,189,4.0,51,60,59,2,3.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,56.666666666666664
4927,190,2.0,45,43,39,1,2.0,2.0,2.0,2,4.0,3.0,3.0,2.0,1.0,42.333333333333336
4928,191,3.0,67,85,82,2,3.0,2.0,1.0,1,1.0,2.0,2.0,2.0,2.0,78.0
4929,192,2.0,50,77,73,2,2.0,2.0,1.0,1,4.0,2.0,1.0,1.0,2.0,66.66666666666667
4930,194,1.0,78,61,57,2,2.0,3.0,1.0,2,5.0,2.0,2.0,2.0,2.0,65.33333333333333
4931,195,2.0,69,74,75,2,1.0,2.0,1.0,1,2.0,2.0,2.0,2.0,1.0,72.66666666666667
4932,196,2.0,80,78,75,2,2.0,5.0,2.0,2,2.0,2.0,2.0,2.0,2.0,77.66666666666667
4933,197,3.0,66,64,65,1,2.0,4.0,1.0,2,5.0,2.0,2.0,2.0,2.0,65.0
4934,198,1.0,44,52,57,2,1.0,4.0,2.0,1,3.0,3.0,3.0,1.0,2.0,51.0
4935,199,2.0,100,100,100,2,3.0,6.0,2.0,1,5.0,1.0,2.0,2.0,1.0,100.0
4936,200,1.0,78,90,88,2,3.0,3.0,2.0,1,4.0,1.0,1.0,2.0,1.0,85.33333333333333
4937,201,3.0,86,80,82,2,2.0,2.0,2.0,2,5.0,1.0,3.0,2.0,2.0,82.66666666666667
4938,202,0.0,51,58,58,1,2.0,3.0,1.0,1,1.0,2.0,2.0,2.0,2.0,55.666666666666664
4939,203,1.0,92,93,86,2,2.0,5.0,1.0,2,3.0,3.0,2.0,2.0,1.0,90.33333333333333
4940,204,1.0,62,63,69,2,3.0,3.0,1.0,1,3.0,2.0,2.0,2.0,1.0,64.66666666666667
4941,205,0.0,74,79,76,1,2.0,5.0,2.0,2,3.0,3.0,3.0,2.0,2.0,76.33333333333333
4942,206,4.0,69,75,72,2,3.0,3.0,1.0,1,3.0,1.0,3.0,2.0,1.0,72.0
4943,207,2.0,76,67,62,1,1.0,1.0,1.0,2,3.0,3.0,3.0,2.0,2.0,68.33333333333333
4944,208,4.0,57,70,66,1,2.0,5.0,1.0,1,2.0,2.0,3.0,2.0,1.0,64.33333333333333
4945,209,7.0,93,100,100,2,2.0,3.0,2.0,1,5.0,2.0,3.0,2.0,2.0,97.66666666666667
4946,210,3.0,48,55,59,1,2.0,6.0,2.0,1,2.0,2.0,3.0,1.0,2.0,54.0
4947,211,0.0,51,61,69,1,2.0,1.0,2.0,1,4.0,3.0,2.0,2.0,2.0,60.333333333333336
4948,212,3.0,74,88,87,2,3.0,5.0,2.0,1,4.0,2.0,1.0,2.0,2.0,83.0
4949,213,1.0,67,72,73,1,2.0,4.0,2.0,2,3.0,3.0,2.0,2.0,1.0,70.66666666666667
4950,214,1.0,64,74,72,1,1.0,5.0,1.0,1,5.0,2.0,1.0,1.0,1.0,70.0
4951,215,1.0,66,77,75,1,3.0,2.0,2.0,1,2.0,3.0,3.0,1.0,2.0,72.66666666666667
4952,216,3.0,66,78,78,2,1.0,5.0,2.0,1,2.0,2.0,3.0,1.0,2.0,74.0
4953,217,1.0,64,66,67,1,2.0,5.0,1.0,2,4.0,2.0,3.0,2.0,1.0,65.66666666666667
4954,218,4.0,63,77,77,2,1.0,3.0,2.0,1,2.0,2.0,1.0,2.0,1.0,72.33333333333333
4955,219,2.0,52,49,46,2,1.0,2.0,2.0,2,3.0,1.0,3.0,2.0,2.0,49.0
4956,220,3.0,66,80,66,2,2.0,2.0,1.0,1,2.0,2.0,3.0,2.0,2.0,70.66666666666667
4957,221,1.0,57,54,48,2,3.0,1.0,1.0,2,4.0,2.0,2.0,2.0,2.0,53.0
4958,222,2.0,60,65,65,1,2.0,1.0,1.0,1,2.0,2.0,1.0,2.0,1.0,63.333333333333336
4959,223,2.0,72,75,75,2,1.0,1.0,2.0,2,4.0,2.0,3.0,1.0,2.0,74.0
4960,224,3.0,57,45,41,1,1.0,4.0,1.0,2,3.0,3.0,3.0,2.0,1.0,47.666666666666664
4961,225,6.0,63,57,53,2,2.0,4.0,1.0,2,5.0,2.0,3.0,2.0,2.0,57.666666666666664
4962,226,0.0,73,82,82,2,2.0,5.0,2.0,1,2.0,2.0,2.0,2.0,1.0,79.0
4963,227,1.0,63,74,64,2,1.0,3.0,1.0,1,2.0,2.0,1.0,1.0,2.0,67.0
4964,228,2.0,77,89,84,2,3.0,2.0,1.0,1,2.0,2.0,3.0,1.0,1.0,83.33333333333333
4965,229,2.0,89,97,95,2,1.0,5.0,2.0,1,4.0,2.0,1.0,2.0,2.0,93.66666666666667
4966,230,0.0,22,43,34,1,3.0,5.0,1.0,1,1.0,1.0,2.0,2.0,1.0,33.0
4967,231,1.0,81,81,72,2,2.0,2.0,1.0,2,1.0,1.0,1.0,2.0,1.0,78.0
4968,232,4.0,64,66,59,2,1.0,3.0,1.0,2,1.0,2.0,3.0,1.0,1.0,63.0
4969,233,3.0,84,94,92,2,3.0,3.0,1.0,1,3.0,2.0,2.0,2.0,2.0,90.0
4970,235,4.0,43,51,47,2,2.0,3.0,1.0,1,3.0,2.0,1.0,2.0,2.0,47.0
4971,237,1.0,67,63,56,2,2.0,2.0,1.0,2,3.0,2.0,3.0,2.0,2.0,62.0
4972,238,0.0,89,98,97,2,3.0,5.0,2.0,1,2.0,2.0,3.0,2.0,2.0,94.66666666666667
4973,239,1.0,100,99,100,2,3.0,2.0,2.0,1,4.0,2.0,2.0,2.0,1.0,99.66666666666667
4974,240,0.0,89,94,97,2,2.0,4.0,1.0,1,5.0,2.0,2.0,2.0,2.0,93.33333333333333
4975,241,3.0,55,67,57,1,2.0,2.0,1.0,1,2.0,2.0,3.0,2.0,1.0,59.666666666666664
4976,242,2.0,51,53,43,2,1.0,3.0,1.0,1,5.0,2.0,3.0,2.0,2.0,49.0
4977,243,1.0,86,95,85,2,2.0,1.0,1.0,1,4.0,2.0,3.0,1.0,2.0,88.66666666666667
4978,244,2.0,51,56,51,1,3.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,52.666666666666664
4979,245,4.0,50,35,40,2,3.0,6.0,1.0,2,2.0,2.0,1.0,2.0,1.0,41.666666666666664
4980,246,5.0,75,59,66,2,2.0,3.0,1.0,2,4.0,2.0,2.0,1.0,2.0,66.66666666666667
4981,247,3.0,62,54,65,1,2.0,6.0,2.0,2,4.0,1.0,3.0,2.0,2.0,60.333333333333336
4982,248,0.0,77,76,75,2,1.0,3.0,1.0,1,4.0,1.0,2.0,2.0,2.0,76.0
4983,249,1.0,44,57,48,1,3.0,1.0,2.0,2,3.0,3.0,3.0,1.0,2.0,49.666666666666664
4984,250,2.0,33,39,36,2,3.0,3.0,1.0,1,2.0,2.0,1.0,2.0,2.0,36.0
4985,252,1.0,57,67,69,2,1.0,3.0,1.0,1,4.0,2.0,3.0,2.0,1.0,64.33333333333333
4986,253,4.0,54,70,66,2,1.0,1.0,2.0,1,3.0,2.0,3.0,1.0,2.0,63.333333333333336
4987,254,4.0,72,58,57,1,2.0,1.0,1.0,2,5.0,3.0,3.0,2.0,1.0,62.333333333333336
4988,255,3.0,56,63,64,1,2.0,6.0,1.0,1,2.0,3.0,2.0,1.0,2.0,61.0
4989,256,3.0,65,52,59,2,2.0,5.0,1.0,2,4.0,3.0,2.0,2.0,2.0,58.666666666666664
4990,257,2.0,69,64,68,2,2.0,4.0,1.0,1,4.0,2.0,3.0,2.0,2.0,67.0
4991,258,0.0,62,69,68,2,1.0,5.0,1.0,1,3.0,2.0,3.0,2.0,1.0,66.33333333333333
4992,260,2.0,67,73,67,2,2.0,2.0,2.0,2,4.0,2.0,2.0,2.0,2.0,69.0
4993,261,2.0,73,89,88,1,3.0,6.0,1.0,1,4.0,3.0,3.0,1.0,2.0,83.33333333333333
4994,262,4.0,69,70,67,2,2.0,5.0,1.0,2,4.0,3.0,3.0,2.0,2.0,68.66666666666667
4995,263,2.0,61,75,80,2,3.0,5.0,2.0,1,2.0,3.0,1.0,2.0,1.0,72.0
4996,264,2.0,70,80,77,2,2.0,2.0,1.0,1,5.0,2.0,2.0,1.0,2.0,75.66666666666667
4997,265,4.0,93,95,86,2,2.0,3.0,2.0,2,4.0,3.0,3.0,2.0,1.0,91.33333333333333
4998,266,2.0,65,66,74,2,2.0,1.0,2.0,1,3.0,3.0,3.0,1.0,1.0,68.33333333333333
4999,267,4.0,61,66,63,1,3.0,3.0,2.0,2,3.0,3.0,3.0,2.0,2.0,63.333333333333336
5000,268,2.0,39,47,40,1,2.0,5.0,1.0,2,3.0,2.0,1.0,2.0,2.0,42.0
5001,269,2.0,91,80,82,2,2.0,3.0,1.0,2,5.0,1.0,3.0,2.0,1.0,84.33333333333333
5002,270,2.0,48,66,66,1,2.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,60.0
5003,271,2.0,70,83,81,2,1.0,6.0,2.0,1,3.0,2.0,3.0,2.0,1.0,78.0
5004,272,0.0,49,62,58,2,2.0,3.0,1.0,1,3.0,2.0,1.0,2.0,2.0,56.333333333333336
5005,274,5.0,66,60,56,1,2.0,1.0,2.0,2,3.0,2.0,2.0,2.0,2.0,60.666666666666664
5006,275,5.0,39,63,59,1,2.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2.0,53.666666666666664
5007,276,3.0,96,99,98,2,3.0,3.0,2.0,1,4.0,3.0,1.0,2.0,1.0,97.66666666666667
5008,277,4.0,71,73,72,1,3.0,2.0,1.0,1,5.0,3.0,1.0,2.0,2.0,72.0
5009,278,4.0,41,66,58,1,1.0,5.0,1.0,1,2.0,3.0,3.0,2.0,1.0,55.0
5010,279,1.0,96,86,86,2,1.0,1.0,2.0,2,3.0,2.0,2.0,2.0,2.0,89.33333333333333
5011,280,7.0,80,81,86,2,2.0,4.0,2.0,1,4.0,4.0,3.0,2.0,1.0,82.33333333333333
5012,282,1.0,62,67,74,1,2.0,2.0,2.0,1,3.0,2.0,1.0,2.0,1.0,67.66666666666667
5013,283,2.0,47,45,39,1,1.0,3.0,1.0,2,2.0,2.0,2.0,2.0,2.0,43.666666666666664
5014,284,0.0,80,88,88,1,3.0,5.0,1.0,1,5.0,2.0,1.0,2.0,1.0,85.33333333333333
5015,285,3.0,78,81,88,2,3.0,4.0,1.0,1,1.0,3.0,3.0,2.0,1.0,82.33333333333333
5016,286,1.0,76,70,65,1,3.0,1.0,1.0,2,4.0,3.0,3.0,1.0,2.0,70.33333333333333
5017,287,2.0,67,85,76,2,1.0,5.0,1.0,1,3.0,1.0,1.0,1.0,1.0,76.0
5018,288,3.0,71,67,66,2,2.0,3.0,2.0,2,5.0,2.0,3.0,1.0,2.0,68.0
5019,289,2.0,49,42,43,1,1.0,2.0,1.0,2,1.0,2.0,3.0,2.0,2.0,44.666666666666664
5020,290,1.0,78,86,89,2,3.0,6.0,2.0,1,4.0,2.0,3.0,2.0,2.0,84.33333333333333
5021,291,3.0,85,79,85,2,3.0,4.0,2.0,2,3.0,2.0,2.0,2.0,2.0,83.0
5022,293,5.0,55,60,64,2,2.0,2.0,2.0,1,3.0,1.0,2.0,2.0,2.0,59.666666666666664
5023,294,4.0,61,71,72,1,2.0,6.0,1.0,1,3.0,3.0,3.0,2.0,2.0,68.0
5024,295,1.0,67,72,64,1,1.0,3.0,1.0,2,5.0,2.0,1.0,1.0,1.0,67.66666666666667
5025,296,2.0,53,53,57,1,2.0,2.0,2.0,2,3.0,3.0,3.0,2.0,2.0,54.333333333333336
5026,297,0.0,61,59,56,2,1.0,1.0,1.0,2,4.0,3.0,1.0,2.0,2.0,58.666666666666664
5027,298,3.0,45,59,58,2,1.0,1.0,2.0,1,3.0,3.0,3.0,2.0,2.0,54.0
5028,300,2.0,69,78,82,2,3.0,4.0,2.0,1,5.0,2.0,1.0,2.0,1.0,76.33333333333333
5029,301,3.0,63,86,86,2,2.0,3.0,1.0,1,2.0,1.0,2.0,2.0,1.0,78.33333333333333
5030,302,1.0,75,96,85,2,2.0,1.0,1.0,1,3.0,3.0,1.0,1.0,2.0,85.33333333333333
5031,304,5.0,32,51,56,1,1.0,3.0,2.0,1,3.0,2.0,1.0,1.0,1.0,46.333333333333336
5032,305,3.0,57,77,78,1,3.0,5.0,1.0,1,3.0,1.0,2.0,1.0,1.0,70.66666666666667
5033,307,2.0,78,63,67,2,2.0,6.0,1.0,2,2.0,2.0,3.0,2.0,1.0,69.33333333333333
5034,308,3.0,49,56,52,2,3.0,1.0,1.0,2,2.0,1.0,2.0,2.0,2.0,52.333333333333336
5035,309,3.0,97,87,87,2,2.0,5.0,1.0,2,5.0,3.0,1.0,1.0,2.0,90.33333333333333
5036,310,2.0,66,72,64,2,2.0,1.0,1.0,1,4.0,2.0,2.0,1.0,1.0,67.33333333333333
5037,311,1.0,79,83,84,2,3.0,2.0,2.0,1,3.0,1.0,2.0,2.0,2.0,82.0
5038,312,5.0,65,69,73,2,3.0,3.0,1.0,1,4.0,2.0,3.0,2.0,1.0,69.0
5039,313,1.0,62,47,53,1,3.0,6.0,2.0,2,3.0,2.0,2.0,2.0,1.0,54.0
5040,314,0.0,78,76,72,2,1.0,1.0,1.0,2,2.0,3.0,2.0,2.0,1.0,75.33333333333333
5041,315,1.0,47,54,50,2,1.0,3.0,1.0,1,2.0,1.0,2.0,2.0,2.0,50.333333333333336
5042,316,0.0,60,66,64,2,3.0,1.0,1.0,1,3.0,2.0,3.0,2.0,2.0,63.333333333333336
5043,317,2.0,65,77,68,2,2.0,1.0,1.0,1,3.0,2.0,3.0,2.0,1.0,70.0
5044,318,2.0,74,100,96,2,2.0,2.0,2.0,1,3.0,2.0,2.0,1.0,1.0,90.0
5045,319,2.0,53,51,48,2,2.0,3.0,1.0,2,3.0,2.0,3.0,1.0,2.0,50.666666666666664
5046,320,2.0,83,79,84,1,2.0,5.0,1.0,2,4.0,3.0,3.0,2.0,2.0,82.0
5047,321,4.0,82,94,98,1,2.0,5.0,2.0,1,4.0,3.0,3.0,1.0,2.0,91.33333333333333
5048,322,4.0,70,63,70,2,2.0,3.0,1.0,1,4.0,3.0,2.0,2.0,2.0,67.66666666666667
5049,323,5.0,44,57,53,1,2.0,4.0,2.0,1,3.0,1.0,3.0,2.0,1.0,51.333333333333336
5050,324,3.0,79,91,85,1,1.0,4.0,2.0,2,2.0,2.0,1.0,2.0,2.0,85.0
5051,325,3.0,69,84,86,2,3.0,5.0,2.0,1,4.0,2.0,1.0,2.0,2.0,79.66666666666667
5052,326,2.0,73,82,74,2,2.0,1.0,2.0,2,3.0,2.0,3.0,1.0,2.0,76.33333333333333
5053,327,4.0,75,81,80,2,2.0,6.0,2.0,1,3.0,3.0,2.0,2.0,2.0,78.66666666666667
5054,328,2.0,55,67,61,1,2.0,3.0,1.0,1,5.0,2.0,3.0,2.0,1.0,61.0
5055,329,1.0,51,47,47,2,2.0,5.0,1.0,2,3.0,2.0,3.0,2.0,1.0,48.333333333333336
5056,330,2.0,52,69,67,2,2.0,3.0,2.0,1,4.0,2.0,3.0,2.0,2.0,62.666666666666664
5057,331,1.0,27,36,33,1,2.0,2.0,1.0,1,3.0,1.0,3.0,2.0,1.0,32.0
5058,332,1.0,50,65,63,2,1.0,5.0,1.0,1,3.0,3.0,2.0,1.0,2.0,59.333333333333336
5059,333,2.0,81,78,82,2,2.0,3.0,2.0,2,2.0,2.0,3.0,2.0,1.0,80.33333333333333
5060,334,0.0,90,78,76,2,2.0,4.0,1.0,2,1.0,3.0,3.0,2.0,1.0,81.33333333333333
5061,335,1.0,70,69,71,2,3.0,2.0,1.0,1,2.0,1.0,2.0,2.0,1.0,70.0
5062,336,2.0,64,70,64,2,1.0,2.0,1.0,2,3.0,1.0,2.0,2.0,2.0,66.0
5063,337,3.0,72,77,70,1,2.0,4.0,2.0,2,3.0,3.0,3.0,2.0,2.0,73.0
5064,338,1.0,61,83,86,1,1.0,3.0,2.0,1,3.0,4.0,2.0,2.0,1.0,76.66666666666667
5065,339,2.0,55,70,66,1,2.0,1.0,1.0,1,3.0,2.0,2.0,1.0,1.0,63.666666666666664
5066,340,1.0,87,95,94,2,2.0,2.0,1.0,1,3.0,2.0,2.0,2.0,2.0,92.0
5067,341,0.0,65,70,76,2,1.0,3.0,2.0,1,2.0,2.0,3.0,2.0,1.0,70.33333333333333
5068,342,0.0,60,77,71,1,2.0,5.0,1.0,1,3.0,2.0,3.0,2.0,2.0,69.33333333333333
5069,343,1.0,77,80,82,2,1.0,3.0,1.0,1,4.0,2.0,3.0,1.0,1.0,79.66666666666667
5070,344,4.0,70,74,77,2,2.0,1.0,1.0,1,1.0,2.0,3.0,1.0,2.0,73.66666666666667
5071,346,2.0,57,58,56,2,2.0,4.0,1.0,2,1.0,2.0,3.0,1.0,1.0,57.0
5072,347,2.0,68,64,61,2,3.0,5.0,2.0,2,3.0,3.0,1.0,2.0,2.0,64.33333333333333
5073,348,3.0,42,39,37,1,1.0,3.0,1.0,2,3.0,3.0,3.0,1.0,1.0,39.333333333333336
5074,349,2.0,85,72,69,2,3.0,2.0,1.0,2,1.0,1.0,2.0,2.0,1.0,75.33333333333333
5075,350,3.0,79,76,75,2,2.0,2.0,1.0,2,5.0,2.0,2.0,1.0,2.0,76.66666666666667
5076,351,3.0,65,62,65,1,3.0,5.0,1.0,1,3.0,3.0,2.0,2.0,1.0,64.0
5077,352,3.0,70,62,67,2,3.0,4.0,1.0,1,3.0,2.0,2.0,1.0,2.0,66.33333333333333
5078,353,3.0,74,71,72,2,1.0,2.0,2.0,2,4.0,2.0,3.0,1.0,2.0,72.33333333333333
5079,354,5.0,43,53,43,1,3.0,2.0,1.0,1,3.0,2.0,2.0,2.0,1.0,46.333333333333336
5080,355,2.0,51,60,57,1,2.0,2.0,1.0,1,4.0,2.0,3.0,1.0,2.0,56.0
5081,356,2.0,55,60,54,2,2.0,3.0,1.0,2,3.0,3.0,1.0,2.0,1.0,56.333333333333336
5082,357,0.0,84,95,97,2,2.0,5.0,1.0,1,3.0,3.0,2.0,2.0,1.0,92.0
5083,358,0.0,51,56,58,1,1.0,2.0,1.0,1,3.0,2.0,2.0,2.0,2.0,55.0
5084,360,4.0,22,30,24,1,2.0,1.0,1.0,1,1.0,3.0,2.0,1.0,2.0,25.333333333333332
5085,361,0.0,51,50,54,1,2.0,1.0,2.0,2,3.0,1.0,2.0,2.0,1.0,51.666666666666664
5086,362,2.0,81,60,64,2,1.0,2.0,2.0,2,5.0,3.0,3.0,2.0,2.0,68.33333333333333
5087,363,3.0,59,54,56,2,2.0,1.0,1.0,1,2.0,3.0,3.0,2.0,1.0,56.333333333333336
5088,364,1.0,68,65,62,2,1.0,3.0,1.0,2,5.0,2.0,3.0,2.0,2.0,65.0
5089,365,2.0,80,69,67,2,2.0,3.0,2.0,2,1.0,3.0,2.0,2.0,2.0,72.0
5090,366,0.0,53,69,62,2,2.0,5.0,1.0,1,1.0,1.0,3.0,2.0,2.0,61.333333333333336
5091,367,1.0,62,74,72,1,1.0,3.0,2.0,1,2.0,2.0,2.0,2.0,2.0,69.33333333333333
5092,368,3.0,56,66,69,2,2.0,3.0,2.0,1,3.0,2.0,2.0,1.0,1.0,63.666666666666664
5093,369,1.0,67,60,64,2,2.0,5.0,1.0,2,3.0,3.0,2.0,2.0,2.0,63.666666666666664
5094,370,3.0,43,51,46,1,1.0,1.0,1.0,2,3.0,3.0,3.0,2.0,1.0,46.666666666666664
5095,371,2.0,77,84,80,2,2.0,1.0,1.0,1,5.0,2.0,2.0,2.0,1.0,80.33333333333333
5096,372,3.0,58,75,73,1,2.0,3.0,1.0,1,3.0,1.0,2.0,1.0,1.0,68.66666666666667
5097,373,2.0,72,76,78,2,1.0,4.0,1.0,1,2.0,1.0,3.0,2.0,2.0,75.33333333333333
5098,374,2.0,44,39,38,1,1.0,1.0,1.0,2,1.0,2.0,3.0,2.0,1.0,40.333333333333336
5099,375,5.0,57,66,64,1,3.0,5.0,1.0,1,3.0,3.0,2.0,2.0,2.0,62.333333333333336
5100,376,0.0,96,96,99,2,3.0,3.0,2.0,2,4.0,2.0,3.0,2.0,2.0,97.0
5101,377,3.0,63,62,60,2,1.0,3.0,2.0,2,3.0,2.0,3.0,2.0,2.0,61.666666666666664
5102,378,5.0,63,50,53,2,3.0,6.0,1.0,2,1.0,2.0,2.0,1.0,1.0,55.333333333333336
5103,379,2.0,69,70,75,2,1.0,3.0,2.0,2,4.0,3.0,2.0,2.0,2.0,71.33333333333333
5104,380,4.0,53,68,67,1,2.0,1.0,1.0,1,4.0,1.0,2.0,1.0,1.0,62.666666666666664
5105,381,2.0,63,67,65,2,3.0,3.0,1.0,2,4.0,3.0,1.0,1.0,2.0,65.0
5106,382,5.0,59,76,72,2,3.0,2.0,1.0,1,3.0,2.0,2.0,2.0,1.0,69.0
5107,383,1.0,38,42,39,2,3.0,4.0,1.0,1,3.0,2.0,1.0,1.0,2.0,39.666666666666664
5108,384,3.0,75,82,90,2,1.0,4.0,1.0,1,2.0,2.0,1.0,1.0,2.0,82.33333333333333
5109,385,3.0,38,52,56,1,1.0,1.0,2.0,1,3.0,3.0,3.0,2.0,2.0,48.666666666666664
5110,386,1.0,62,49,47,2,2.0,1.0,1.0,2,4.0,1.0,3.0,2.0,2.0,52.666666666666664
5111,387,1.0,95,83,83,2,2.0,2.0,1.0,2,5.0,2.0,3.0,2.0,1.0,87.0
5112,388,3.0,100,89,85,2,2.0,3.0,1.0,2,5.0,2.0,2.0,2.0,1.0,91.33333333333333
5113,389,3.0,57,63,62,1,2.0,1.0,2.0,1,4.0,2.0,2.0,1.0,2.0,60.666666666666664
5114,390,3.0,74,65,65,2,1.0,2.0,1.0,2,4.0,2.0,2.0,2.0,1.0,68.0
5115,391,1.0,57,62,60,2,2.0,4.0,1.0,2,4.0,2.0,2.0,2.0,2.0,59.666666666666664
5116,392,1.0,71,53,50,2,2.0,5.0,1.0,2,3.0,3.0,3.0,2.0,1.0,58.0
5117,393,1.0,71,72,66,1,2.0,3.0,1.0,2,4.0,2.0,3.0,2.0,2.0,69.66666666666667
5118,394,0.0,44,49,53,1,2.0,3.0,1.0,1,2.0,2.0,3.0,2.0,2.0,48.666666666666664
5119,395,1.0,67,80,80,1,1.0,3.0,1.0,1,3.0,1.0,3.0,1.0,2.0,75.66666666666667
5120,396,1.0,100,86,86,2,2.0,5.0,1.0,2,4.0,3.0,2.0,2.0,2.0,90.66666666666667
5121,397,3.0,73,65,63,2,2.0,4.0,1.0,2,3.0,3.0,2.0,1.0,1.0,67.0
5122,398,3.0,56,59,62,2,3.0,1.0,2.0,1,3.0,3.0,2.0,2.0,1.0,59.0
5123,399,3.0,63,59,57,1,1.0,4.0,1.0,2,3.0,2.0,3.0,1.0,2.0,59.666666666666664
5124,400,0.0,58,72,71,1,1.0,1.0,2.0,1,4.0,1.0,2.0,2.0,2.0,67.0
5125,401,3.0,53,61,52,1,2.0,1.0,2.0,2,4.0,2.0,1.0,1.0,2.0,55.333333333333336
